Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay
HONDA S2000,2,4,Man-6,2WD,Gasoline,CL,LEV,LEV,YHNXV02.0MA3,small car,2,18,23,20,6,no
HYUNDAI Accent,1.5,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YHYXV01.5G3S,small car,2,23,31,26,8,no
HYUNDAI Accent,1.5,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YHYXV01.5G3S,small car,2,24,33,28,8,no
HYUNDAI Accent,1.5,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YHYXV01.5G1F,small car,0,23,31,26,8,no
HYUNDAI Accent,1.5,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YHYXV01.5G1F,small car,0,24,33,28,8,no
HYUNDAI Elantra,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YHYXV02.0G3S,small car,2,19,28,22,6,no
HYUNDAI Elantra,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YHYXV02.0G3S,small car,2,21,30,24,7,no
HYUNDAI Elantra,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YHYXV02.0G3S,station wagon,2,19,27,22,6,no
HYUNDAI Elantra,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YHYXV02.0G3S,station wagon,2,21,29,24,7,no
HYUNDAI Elantra,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YHYXV02.0G1F,small car,0,19,28,22,6,no
HYUNDAI Elantra,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YHYXV02.0G1F,small car,0,21,30,24,7,no
HYUNDAI Elantra,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YHYXV02.0G1F,station wagon,0,19,27,22,6,no
HYUNDAI Elantra,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YHYXV02.0G1F,station wagon,0,21,29,24,7,no
HYUNDAI Sonata,2.4,4,Auto-L4,2WD,Gasoline,CE,TLEV,TLEV,YHYXV02.4G2C,midsize car,1,18,26,21,6,no
HYUNDAI Sonata,2.4,4,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YHYXV02.4G2C,midsize car,1,19,27,22,6,no
HYUNDAI Sonata,2.5,6,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YHYXV02.5G2S,midsize car,1,18,25,20,6,no
HYUNDAI Sonata,2.5,6,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YHYXV02.5G2S,midsize car,1,18,26,21,6,no
HYUNDAI Sonata,2.4,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YHYXV02.4G1F,midsize car,0,18,26,21,6,no
HYUNDAI Sonata,2.4,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YHYXV02.4G1F,midsize car,0,19,27,22,6,no
HYUNDAI Tiburon,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YHYXV02.0G3S,small car,2,19,28,22,6,no
HYUNDAI Tiburon,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YHYXV02.0G3S,small car,2,21,29,24,7,no
HYUNDAI Tiburon,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YHYXV02.0G1F,small car,0,19,28,22,6,no
HYUNDAI Tiburon,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YHYXV02.0G1F,small car,0,21,29,24,7,no
INFINITI G20,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YNSXV02.0C9B,small car,2,20,28,23,7,no
INFINITI G20,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YNSXV02.0C9B,small car,2,21,29,24,7,no
INFINITI I30,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YNSXV03.036A,midsize car,2,17,25,20,6,no
INFINITI Q45,4.1,8,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YNSXV04.1A7A,midsize car,0,16,21,18,5,no
INFINITI QX4,3.3,6,Auto-L4,4WD,Gasoline,CE,TLEV,TLEV,YNSXT03.325A,SUV,1,13,17,15,3,no
INFINITI QX4,3.3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YNSXT03.3A5B,SUV,0,13,17,15,3,no
ISUZU Amigo,2.2,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YSZXT02.22HK,SUV,1,18,21,19,5,no
ISUZU Amigo,3.2,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSZXT03.52JK,SUV,1,14,18,16,4,no
ISUZU Amigo,3.2,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YSZXT03.52JK,SUV,1,14,18,16,4,no
ISUZU Amigo,3.2,6,Man-5,4WD,Gasoline,CL,TLEV,TLEV,YSZXT03.52GK,SUV,1,15,18,16,4,no
ISUZU Amigo,2.2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YSZXT02.22FK,SUV,0,18,21,19,5,no
ISUZU Hombre,2.2,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YGMXT02.2122,pickup,2,17,23,19,5,no
ISUZU Hombre,2.2,4,Man-5,2WD,Gasoline,NF,LEV,LEV,YGMXT02.2122,pickup,2,19,25,22,6,no
ISUZU Hombre,2.2,4,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YGMXX02.2023,pickup,1,17,24,19,5,no
ISUZU Hombre,2.2,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YGMXX02.2023,pickup,1,20,26,23,7,no
ISUZU Hombre,4.3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YGMXT04.3188,pickup,1,15,20,17,4,no
ISUZU Hombre,4.3,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YGMXT04.3188,pickup,1,14,19,16,4,no
ISUZU Hombre,2.2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXT02.2121,pickup,0,17,23,19,5,no
ISUZU Hombre,2.2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXT02.2121,pickup,0,19,25,22,6,no
ISUZU Hombre,2.2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,pickup,0,17,24,19,5,no
ISUZU Hombre,2.2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YGMXX02.4021,pickup,0,20,26,23,7,no
ISUZU Hombre,4.3,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YGMXT04.3182,pickup,0,14,19,16,4,no
ISUZU Hombre,4.3,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YGMXT04.3182,pickup,0,15,20,17,4,no
ISUZU Rodeo,2.2,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YSZXT02.22HK,SUV,1,18,21,19,5,no
ISUZU Rodeo,3.2,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSZXT03.52JK,SUV,1,15,19,16,4,no
ISUZU Rodeo,3.2,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YSZXT03.52JK,SUV,1,14,19,16,4,no
ISUZU Rodeo,3.2,6,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YSZXT03.52GK,SUV,1,15,18,16,4,no
ISUZU Rodeo,3.2,6,Man-5,4WD,Gasoline,CL,TLEV,TLEV,YSZXT03.52GK,SUV,1,15,18,16,4,no
ISUZU Rodeo,2.2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YSZXT02.22FK,SUV,0,18,21,19,5,no
ISUZU Trooper,3.5,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YSZXT03.52JK,SUV,1,14,17,15,3,no
ISUZU Trooper,3.5,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YSZXT03.52JK,SUV,1,13,17,15,3,no
ISUZU Trooper,3.5,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YSZXT03.52JK,SUV,1,14,17,15,3,no
ISUZU Vehicross,3.5,6,Auto-L4,4WD,Gasoline,CL,TLEV,TLEV,YSZXT03.52GK,SUV,1,13,17,15,3,no
JAGUAR Vanden Plas,4,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YJCXV04.0BN4,midsize car,2,15,22,18,5,no
JAGUAR Vanden Plas,4,8,Auto-L5,2WD,Gasoline,CL,T1,TIER 1,YJCXV04.0BS7,midsize car,0,14,20,16,4,no
JAGUAR X200,3,6,Auto-L5,2WD,Gasoline,CL,TLEV,TLEV,YJCXV03.0CN6,midsize car,1,16,24,19,5,no
JAGUAR X200,4,8,Auto-L5,2WD,Gasoline,CL,TLEV,TLEV,YJCXV04.0CN5,midsize car,1,15,21,17,4,no
JAGUAR XJ8,4,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YJCXV04.0BN4,small car,2,15,22,18,5,no
JAGUAR XJ8L,4,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YJCXV04.0BN4,midsize car,2,15,22,18,5,no
JAGUAR XJR,4,8,Auto-L5,2WD,Gasoline,CL,T1,TIER 1,YJCXV04.0BS7,small car,0,14,20,16,4,no
JAGUAR XK8,4,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YJCXV04.0BN4,small car,2,16,23,18,5,no
JAGUAR XK8 Convertible,4,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YJCXV04.0BN4,small car,2,15,22,18,5,no
JAGUAR XKR,4,8,Auto-L5,2WD,Gasoline,CL,T1,TIER 1,YJCXV04.0BS7,small car,0,15,21,17,4,no
JAGUAR XKR Convertible,4,8,Auto-L5,2WD,Gasoline,CL,T1,TIER 1,YJCXV04.0BS7,small car,0,14,20,17,4,no
JEEP Cherokee,4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YCRXT0242130,SUV,2,14,20,17,4,no
JEEP Cherokee,4,6,Man-5,2WD,Gasoline,CL,LEV,LEV,YCRXT0242130,SUV,2,16,22,18,5,no
JEEP Cherokee,4,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YCRXT0242130,SUV,2,14,19,16,4,no
JEEP Cherokee,4,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YCRXT0242130,SUV,2,15,20,17,4,no
JEEP Cherokee,2.5,4,Auto-L3,2WD,Gasoline,CL,TLEV,TLEV,YCRXT0150120,SUV,1,16,21,18,5,no
JEEP Cherokee,2.5,4,Man-5,2WD,Gasoline,CL,TLEV,TLEV,YCRXT0150120,SUV,1,18,23,20,6,no
JEEP Cherokee,2.5,4,Man-5,4WD,Gasoline,CL,TLEV,TLEV,YCRXT0150120,SUV,1,16,19,17,4,no
JEEP Cherokee,4,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YCRXT0242230,SUV,1,14,19,16,4,no
JEEP Cherokee,4,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YCRXT0242230,SUV,1,15,20,17,4,no
JEEP Cherokee,2.5,4,Auto-L3,2WD,Gasoline,FA,T1,TIER 1,YCRXT02.51B0,SUV,0,16,21,18,5,no
JEEP Cherokee,2.5,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YCRXT02.51B0,SUV,0,18,23,20,6,no
JEEP Cherokee,2.5,4,Man-5,4WD,Gasoline,FA,T1,TIER 1,YCRXT02.51B0,SUV,0,16,19,17,4,no
JEEP Cherokee,4,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YCRXT04.01B0,SUV,0,14,20,17,4,no
JEEP Cherokee,4,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YCRXT04.01B0,SUV,0,16,22,18,5,no
JEEP Cherokee,4,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YCRXT04.01B0,SUV,0,14,19,16,4,no
JEEP Cherokee,4,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YCRXT04.01B0,SUV,0,15,20,17,4,no
JEEP Cherokee,4,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YCRXT04.02B0,SUV,0,14,19,16,4,no
JEEP Cherokee,4,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YCRXT04.02B0,SUV,0,15,20,17,4,no
JEEP Grand Cherokee,4,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YCRXT0242230,SUV,1,15,20,17,4,no
JEEP Grand Cherokee,4,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YCRXT0242230,SUV,1,14,19,16,4,no
JEEP Grand Cherokee,4.7,8,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YCRXT0287231,SUV,1,13,18,15,3,no
JEEP Grand Cherokee,4.7,8,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YCRXT0287231,SUV,1,13,18,15,3,no
JEEP Grand Cherokee,4,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YCRXT04.02B0,SUV,0,15,20,17,4,no
JEEP Grand Cherokee,4,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YCRXT04.02B0,SUV,0,14,19,16,4,no
JEEP Grand Cherokee,4.7,8,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YCRXT04.72B1,SUV,0,13,18,15,3,no
JEEP Grand Cherokee,4.7,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YCRXT04.72B1,SUV,0,13,18,15,3,no
JEEP Wrangler,2.5,4,Auto-L3,4WD,Gasoline,CL,TLEV,TLEV,YCRXT0150120,SUV,1,15,17,16,4,no
JEEP Wrangler,2.5,4,Man-5,4WD,Gasoline,CL,TLEV,TLEV,YCRXT0150120,SUV,1,16,19,17,4,no
JEEP Wrangler,4,6,Auto-L3,4WD,Gasoline,CL,LEV,LEV,YCRXT0242230,SUV,1,14,16,15,3,no
JEEP Wrangler,4,6,Man-5,4WD,Gasoline,CL,LEV,LEV,YCRXT0242230,SUV,1,14,18,16,4,no
JEEP Wrangler,2.5,4,Auto-L3,4WD,Gasoline,FA,T1,TIER 1,YCRXT02.51B0,SUV,0,15,17,16,4,no
JEEP Wrangler,2.5,4,Man-5,4WD,Gasoline,FA,T1,TIER 1,YCRXT02.51B0,SUV,0,16,19,17,4,no
JEEP Wrangler,4,6,Auto-L3,4WD,Gasoline,FA,T1,TIER 1,YCRXT04.02B0,SUV,0,14,16,15,3,no
JEEP Wrangler,4,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YCRXT04.02B0,SUV,0,14,18,16,4,no
KIA Sephia,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YKMXV01.8A03,small car,2,20,26,22,6,no
KIA Sephia,1.8,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YKMXV01.8A03,small car,2,20,29,23,7,no
KIA Spectra,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YKMXV01.8A03,small car,2,20,26,22,6,no
KIA Spectra,1.8,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YKMXV01.8A03,small car,2,20,29,23,7,no
KIA Sportage,2,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YKMXT02.0B03,SUV,2,16,20,18,5,no
KIA Sportage,2,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YKMXT02.0B03,SUV,2,18,21,19,5,no
KIA Sportage,2,4,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YKMXT02.0B03,SUV,2,17,20,18,5,no
KIA Sportage,2,4,Man-5,4WD,Gasoline,CL,LEV,LEV,YKMXT02.0B03,SUV,2,18,21,19,5,no
LAND ROVER Discovery,4,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YLRXT04.6002,SUV,1,12,16,13,1,no
LAND ROVER Discovery,4,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YLRXT04.6001,SUV,0,12,16,13,1,no
LAND ROVER Discovery,4,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YLRXT04.6002,SUV,0,12,16,13,1,no
LAND ROVER Range Rover,4,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YLRXT04.6002,SUV,1,12,16,13,1,no
LAND ROVER Range Rover,4.6,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YLRXT04.6002,SUV,1,11,14,12,0,no
LAND ROVER Range Rover,4,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YLRXT04.6002,SUV,0,12,16,13,1,no
LAND ROVER Range Rover,4.6,8,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YLRXT04.6002,SUV,0,11,14,12,0,no
LEXUS ES 300,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXV03.0FFC,small car,2,17,24,20,6,no
LEXUS GS 300,3,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YTYXV03.0FFD,midsize car,2,17,23,19,5,no
LEXUS GS 300,4,8,Auto-L5,2WD,Gasoline,CL,TLEV,TLEV,YTYXV04.0DDA,midsize car,1,16,22,18,5,no
LEXUS GS 400,3,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YTYXV03.0FFD,midsize car,2,17,23,19,5,no
LEXUS GS 400,4,8,Auto-L5,2WD,Gasoline,CL,TLEV,TLEV,YTYXV04.0DDA,midsize car,1,16,22,18,5,no
LEXUS LS 400,4,8,Auto-L5,2WD,Gasoline,CL,TLEV,TLEV,YTYXV04.0DDA,midsize car,1,16,23,19,5,no
LEXUS LX 470,4.7,6,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YTYXT04.7GBX,SUV,0,12,15,13,1,no
LEXUS LX 470,4.7,6,Auto-L4,4WD,Gasoline,FA,T1,TIER 1,YTYXT04.7GBX,SUV,0,12,15,13,1,no
LEXUS RX 300,3,6,Auto-L4,4WD,Gasoline,CL,LEV,LEV,YTYXV03.0FFE,station wagon,2,16,21,18,5,no
LEXUS RX 300,3,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTYXV03.0FFE,station wagon,2,17,22,19,5,no
LEXUS SC 300,3,6,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YTYXV03.0DDF,small car,1,17,22,19,5,no
LEXUS SC 300,4,8,Auto-L5,2WD,Gasoline,CL,TLEV,TLEV,YTYXV04.0DDA,small car,1,16,23,19,5,no
LEXUS SC 400,3,6,Auto-L4,2WD,Gasoline,CL,TLEV,TLEV,YTYXV03.0DDF,small car,1,17,22,19,5,no
LEXUS SC 400,4,8,Auto-L5,2WD,Gasoline,CL,TLEV,TLEV,YTYXV04.0DDA,small car,1,16,23,19,5,no
LINCOLN Continental,4.6,8,Auto-L4,2WD,Gasoline,CE,TLEV,TLEV,YFMXV04.6VDP,large car,1,15,23,18,5,no
LINCOLN LS,3,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YFMXV03.0VF2,midsize car,2,15,22,18,5,no
LINCOLN LS,3,6,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YFMXV03.0VF2,midsize car,2,16,23,18,5,no
LINCOLN LS,3.9,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YFMXV03.9VF5,midsize car,2,15,22,17,4,no
LINCOLN LS,3.9,8,Auto-L5,2WD,Gasoline,CL,LEV,LEV,YFMXV03.9VF5,midsize car,2,15,22,17,4,no
LINCOLN LS,3,6,Man-5,2WD,Gasoline,CA,TLEV,TLEV,YFMXV03.0VD2,midsize car,1,15,23,18,5,no
LINCOLN LS,3,6,Auto-L5,2WD,Gasoline,FA,T1,TIER 1,YFMXV03.0VBL,midsize car,0,15,22,18,5,no
LINCOLN LS,3,6,Auto-L5,2WD,Gasoline,FA,T1,TIER 1,YFMXV03.0VBL,midsize car,0,16,23,18,5,no
LINCOLN LS,3,6,Man-5,2WD,Gasoline,NL,TLEV,TLEV,YFMXV03.0VD2,midsize car,N/A,15,23,18,5,no
LINCOLN Navigator,5.4,8,Auto-L4,2WD,Gasoline,CA,LEV,LEV,YFMXT05.4RF7,SUV,0,11,16,13,1,no
LINCOLN Navigator,5.4,8,Auto-L4,4WD,Gasoline,CA,LEV,LEV,YFMXT05.4RF7,SUV,0,11,15,13,1,no
LINCOLN Town Car,4.6,8,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YFMXV04.6VFR,large car,2,16,23,18,5,no
LINCOLN Town Car,4.6,8,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YFMXV04.6VB5,large car,0,16,23,18,5,no
LOTUS Esprit V8,3.5,8,Man-5,2WD,Gasoline,CL,T1,TIER 1,YLTXV03.5918,small car,0,14,21,16,4,no
MAZDA 2500,2.5,4,Auto-L4,2WD,Gasoline,NF,LEV,LEV,YFMXT02.51FC,pickup,2,18,23,20,6,no
MAZDA 2500,2.5,4,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YFMXT02.51DC,pickup,1,20,24,22,6,no
MAZDA 2500,2.5,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YFMXT02.51BA,pickup,0,18,23,20,6,no
MAZDA 2500,2.5,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXT02.51BA,pickup,0,20,24,22,6,no
MAZDA 626,2,4,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YTKXV02.0VJM,midsize car,3,19,25,22,6,no
MAZDA 626,2,4,Man-5,2WD,Gasoline,CL,ULEV,ULEV,YTKXV02.0VJM,midsize car,3,23,29,25,7,no
MAZDA 626,2.5,6,Auto-L4,2WD,Gasoline,CE,TLEV,TLEV,YTKXV02.5VDM,midsize car,1,18,24,20,6,no
MAZDA 626,2.5,6,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YTKXV02.5VDM,midsize car,1,19,25,21,6,no
MAZDA 626,2,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTKXV02.0VBA,midsize car,0,19,25,22,6,no
MAZDA 626,2,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTKXV02.0VBA,midsize car,0,23,29,25,7,no
MAZDA 626,2.5,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTKXV02.5VBA,midsize car,0,18,24,20,6,no
MAZDA 626,2.5,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTKXV02.5VBA,midsize car,0,19,25,21,6,no
MAZDA B3000 FFV,3,6,Auto-L4,2WD,ethanol/gas,CE,TLEV,TLEV,YFMXT03.02D5,pickup,1/1,11/15,15/20,12/17,3/4,no
MAZDA B3000 FFV,3,6,Man-5,2WD,ethanol/gas,CE,TLEV,TLEV,YFMXT03.02D5,pickup,1/1,12/16,16/21,13/18,4/5,no
MAZDA B3000 FFV,3,6,Auto-L4,4WD,ethanol/gas,CE,TLEV,TLEV,YFMXT03.02D5,pickup,1/1,10/14,13/18,11/15,5/3,no
MAZDA B3000 FFV,3,6,Man-5,4WD,ethanol,CE,TLEV,TLEV,YFMXT03.02D5,pickup,1,12,15,13,6,no
MAZDA B3000 FFV,3,6,Man-5,4WD,ethanol,CE,TLEV,TLEV,YFMXT03.02D5,pickup,1,12,15,13,6,no
MAZDA B3000 FFV,3,6,Man-5,4WD,ethanol,CE,TLEV,TLEV,YFMXT03.02D5,pickup,1,15,20,17,4,no
MAZDA B3000 FFV,3,6,Auto-L4,2WD,ethanol/gas,FA,T1,TIER 1,YFMXT03.02BB,pickup,0,11/15,15/20,12/17,3/4,no
MAZDA B3000 FFV,3,6,Man-5,2WD,ethanol/gas,FA,T1,TIER 1,YFMXT03.02BB,pickup,0,12/16,16/21,13/18,4/5,no
MAZDA B3000 FFV,3,6,Auto-L4,4WD,ethanol/gas,FA,T1,TIER 1,YFMXT03.02BB,pickup,0,10/14,13/18,11/15,5/3,no
MAZDA B3000 FFV,3,6,Man-5,4WD,ethanol,FA,T1,TIER 1,YFMXT03.02BB,pickup,0,12,15,13,6,no
MAZDA B3000 FFV,3,6,Man-5,4WD,ethanol,FA,T1,TIER 1,YFMXT03.02BB,pickup,0,12,15,13,6,no
MAZDA B3000 FFV,3,6,Man-5,4WD,ethanol,FA,T1,TIER 1,YFMXT03.02BB,pickup,0,15,20,17,4,no
MAZDA B4000,4,6,Auto-L5,2WD,Gasoline,NF,LEV,LEV,YFMXT04.01F5,pickup,2,14,19,16,4,no
MAZDA B4000,4,6,Auto-L5,2WD,Gasoline,NF,LEV,LEV,YFMXT04.02F2,pickup,1,14,19,16,4,no
MAZDA B4000,4,6,Auto-L5,4WD,Gasoline,NF,LEV,LEV,YFMXT04.02F2,pickup,1,14,17,15,3,no
MAZDA B4000,4,6,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YFMXT04.01DC,pickup,1,16,21,18,5,no
MAZDA B4000,4,6,Man-5,2WD,Gasoline,CE,TLEV,TLEV,YFMXT04.02DN,pickup,1,16,21,18,5,no
MAZDA B4000,4,6,Man-5,4WD,Gasoline,CE,TLEV,TLEV,YFMXT04.02DN,pickup,1,15,19,16,4,no
MAZDA B4000,4,6,Auto-L5,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.01BA,pickup,0,14,19,16,4,no
MAZDA B4000,4,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.01BA,pickup,0,16,21,18,5,no
MAZDA B4000,4,6,Auto-L5,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.02BD,pickup,0,14,19,16,4,no
MAZDA B4000,4,6,Man-5,2WD,Gasoline,FA,T1,TIER 1,YFMXT04.02BD,pickup,0,16,21,18,5,no
MAZDA B4000,4,6,Auto-L5,4WD,Gasoline,FA,T1,TIER 1,YFMXT04.02BD,pickup,0,14,17,15,3,no
MAZDA B4000,4,6,Man-5,4WD,Gasoline,FA,T1,TIER 1,YFMXT04.02BD,pickup,0,15,19,16,4,no
MAZDA MPV,2.5,6,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTKXT02.52FM,minivan,1,16,21,18,5,no
MAZDA MPV,2.5,6,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTKXT02.52BA,minivan,0,16,21,18,5,no
MAZDA MX-5 Miata,1.8,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTKXV01.8VFN,small car,2,20,26,22,6,no
MAZDA MX-5 Miata,1.8,4,Man-6,2WD,Gasoline,CL,LEV,LEV,YTKXV01.8VFN,small car,2,21,26,23,7,no
MAZDA MX-5 Miata,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YTKXV01.8VFN,small car,2,22,27,24,7,no
MAZDA MX-5 Miata,1.8,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTKXV01.8VBA,small car,0,20,26,22,6,no
MAZDA MX-5 Miata,1.8,4,Man-6,2WD,Gasoline,FA,T1,TIER 1,YTKXV01.8VBA,small car,0,21,26,23,7,no
MAZDA MX-5 Miata,1.8,4,Man-5,2WD,Gasoline,FA,T1,TIER 1,YTKXV01.8VBA,small car,0,22,27,24,7,no
MAZDA Millenia,2.3,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YTKXV02.3VB3,small car,0,17,25,20,6,no
MAZDA Millenia,2.5,6,Auto-L4,2WD,Gasoline,CL,T1,TIER 1,YTKXV02.5VB4,small car,0,17,24,20,6,no
MAZDA Protege,1.6,4,Auto-L4,2WD,Gasoline,CL,ULEV,ULEV,YTKXV01.6VJM,small car,3,23,30,26,8,no
MAZDA Protege,1.6,4,Man-5,2WD,Gasoline,CL,ULEV,ULEV,YTKXV01.6VJM,small car,3,25,31,27,8,no
MAZDA Protege,1.8,4,Auto-L4,2WD,Gasoline,CL,LEV,LEV,YTKXV01.8VFM,small car,2,21,27,23,7,no
MAZDA Protege,1.8,4,Man-5,2WD,Gasoline,CL,LEV,LEV,YTKXV01.8VFM,small car,2,22,28,25,7,no
MAZDA Protege,1.6,4,Auto-L4,2WD,Gasoline,FA,T1,TIER 1,YTKXV01.6VBA,small car,0,23,30,26,8,no
